"","player.name","type.name","location.x","location.y","cluster"
"1","Abdullah Ibrahim Otayf","Pass",36,40,1
"2","Salman Mohammed Al Faraj","Pass",76,6,2
"3","Salem Mohammed Al Dawsari","Pass",91,8,3
"4","Salman Mohammed Al Faraj","Pass",107,20,2
"5","Yehya Sulaiman Al Shehri","Pass",94,6,2
"6","Abdullah Ibrahim Otayf","Pass",88,16,1
"7","Aleksandr Samedov","Pass",40,78,2
"8","Fyodor Smolov","Pass",53,74,3
"9","Taisir Jabir Al Jassim","Pass",58,12,2
"10","Aleksandr Samedov","Pass",97,62,2
"11","Aleksandr Samedov","Pass",112,69,2
"12","Roman Zobnin","Pass",92,61,2
"13","Salem Mohammed Al Dawsari","Pass",26,21,3
"14","Yehya Sulaiman Al Shehri","Pass",62,80,2
"15","Roman Zobnin","Pass",45,7,2
"16","Yehya Sulaiman Al Shehri","Pass",82,68,2
"17","Yury Gazinskiy","Pass",45,23,1
"18","Abdullah Ibrahim Otayf","Pass",66,63,1
"19","Aleksandr Golovin","Pass",76,11,2
"20","Fyodor Smolov","Pass",71,15,3
"21","Yehya Sulaiman Al Shehri","Pass",54,62,2
"22","Abdullah Ibrahim Otayf","Pass",48,59,1
"23","Taisir Jabir Al Jassim","Pass",42,63,2
"24","Salem Mohammed Al Dawsari","Pass",84,46,3
"25","Salem Mohammed Al Dawsari","Pass",87,64,3
"26","Salem Mohammed Al Dawsari","Pass",82,60,3
"27","Abdullah Ibrahim Otayf","Pass",84,67,1
"28","Yehya Sulaiman Al Shehri","Pass",85,77,2
"29","Abdullah Ibrahim Otayf","Pass",84,71,1
"30","Yehya Sulaiman Al Shehri","Pass",81,77,2
"31","Salman Mohammed Al Faraj","Pass",100,4,2
"32","Salem Mohammed Al Dawsari","Pass",92,14,3
"33","Salman Mohammed Al Faraj","Pass",112,2,2
"34","Salem Mohammed Al Dawsari","Pass",107,12,3
"35","Abdullah Ibrahim Otayf","Pass",79,3,1
"36","Salem Mohammed Al Dawsari","Pass",79,14,3
"37","Yehya Sulaiman Al Shehri","Pass",82,74,2
"38","Taisir Jabir Al Jassim","Pass",105,80,2
"39","Taisir Jabir Al Jassim","Pass",102,77,2
"40","Yehya Sulaiman Al Shehri","Pass",100,76,2
"41","Aleksandr Golovin","Dribble",31,7,2
"42","Aleksandr Golovin","Pass",41,27,2
"43","Fyodor Smolov","Pass",94,58,3
"44","Aleksandr Samedov","Shot",111,52,2
"45","Abdullah Ibrahim Otayf","Pass",4,19,1
"46","Salem Mohammed Al Dawsari","Pass",48,6,3
"47","Salman Mohammed Al Faraj","Pass",56,12,2
"48","Aleksandr Golovin","Pass",115,23,2
"49","Yehya Sulaiman Al Shehri","Dribble",16,56,2
"50","Salem Mohammed Al Dawsari","Pass",65,7,3
"51","Yehya Sulaiman Al Shehri","Dribble",118,74,2
"52","Yury Gazinskiy","Pass",47,73,1
"53","Roman Zobnin","Pass",55,54,2
"54","Salem Mohammed Al Dawsari","Pass",46,6,3
"55","Roman Zobnin","Pass",93,58,2
"56","Aleksandr Golovin","Pass",104,17,2
"57","Aleksandr Golovin","Pass",97,14,2
"58","Yury Gazinskiy","Shot",112,47,1
"59","Salem Mohammed Al Dawsari","Pass",63,3,3
"60","Yehya Sulaiman Al Shehri","Pass",71,74,2
"61","Aleksandr Golovin","Pass",70,14,2
"62","Aleksandr Golovin","Pass",81,13,2
"63","Yury Gazinskiy","Pass",59,70,1
"64","Yury Gazinskiy","Pass",46,67,1
"65","Fyodor Smolov","Pass",113,80,3
"66","Fyodor Smolov","Pass",104,76,3
"67","Aleksandr Samedov","Pass",105,78,2
"68","Roman Zobnin","Pass",76,77,2
"69","Aleksandr Samedov","Pass",91,78,2
"70","Roman Zobnin","Pass",88,72,2
"71","Salman Mohammed Al Faraj","Pass",41,7,2
"72","Roman Zobnin","Pass",80,75,2
"73","Roman Zobnin","Pass",69,23,2
"74","Aleksandr Golovin","Pass",86,10,2
"75","Roman Zobnin","Pass",63,17,2
"76","Fyodor Smolov","Pass",76,72,3
"77","Fyodor Smolov","Pass",85,56,3
"78","Salman Mohammed Al Faraj","Pass",83,1,2
"79","Salem Mohammed Al Dawsari","Pass",82,6,3
"80","Salman Mohammed Al Faraj","Pass",85,2,2
"81","Abdullah Ibrahim Otayf","Pass",69,5,1
"82","Salem Mohammed Al Dawsari","Pass",73,14,3
"83","Aleksandr Samedov","Pass",88,69,2
"84","Salman Mohammed Al Faraj","Pass",48,30,2
"85","Taisir Jabir Al Jassim","Pass",53,42,2
"86","Abdullah Ibrahim Otayf","Pass",44,36,1
"87","Taisir Jabir Al Jassim","Pass",39,46,2
"88","Abdullah Ibrahim Otayf","Pass",34,37,1
"89","Yehya Sulaiman Al Shehri","Pass",46,59,2
"90","Aleksandr Samedov","Pass",64,50,2
"91","Aleksandr Golovin","Pass",106,25,2
"92","Salem Mohammed Al Dawsari","Pass",14,13,3
"93","Salman Mohammed Al Faraj","Pass",25,14,2
"94","Salem Mohammed Al Dawsari","Pass",29,2,3
"95","Salman Mohammed Al Faraj","Pass",119,1,2
"96","Abdullah Ibrahim Otayf","Pass",91,41,1
"97","Salman Mohammed Al Faraj","Pass",119,1,2
"98","Aleksandr Golovin","Pass",57,38,2
"99","Salem Mohammed Al Dawsari","Pass",35,2,3
"100","Abdullah Ibrahim Otayf","Pass",35,10,1
"101","Aleksandr Golovin","Pass",57,37,2
"102","Aleksandr Samedov","Dribble",57,45,2
"103","Aleksandr Samedov","Pass",49,34,2
"104","Abdullah Ibrahim Otayf","Pass",26,37,1
"105","Salman Mohammed Al Faraj","Pass",39,29,2
"106","Abdullah Ibrahim Otayf","Pass",28,31,1
"107","Roman Zobnin","Pass",65,55,2
"108","Salman Mohammed Al Faraj","Pass",81,9,2
"109","Abdullah Ibrahim Otayf","Pass",74,23,1
"110","Yehya Sulaiman Al Shehri","Dribble",94,70,2
"111","Fyodor Smolov","Pass",34,21,3
"112","Denis Cheryshev","Pass",113,13,5
"113","Yehya Sulaiman Al Shehri","Pass",29,73,2
"114","Abdullah Ibrahim Otayf","Pass",30,57,1
"115","Salem Mohammed Al Dawsari","Pass",35,24,3
"116","Abdullah Ibrahim Otayf","Pass",29,28,1
"117","Salman Mohammed Al Faraj","Pass",34,22,2
"118","Taisir Jabir Al Jassim","Pass",39,57,2
"119","Salem Mohammed Al Dawsari","Pass",89,3,3
"120","Salman Mohammed Al Faraj","Pass",81,5,2
"121","Abdullah Ibrahim Otayf","Pass",67,24,1
"122","Salman Mohammed Al Faraj","Pass",81,11,2
"123","Denis Cheryshev","Pass",46,32,5
"124","Salman Mohammed Al Faraj","Pass",71,16,2
"125","Abdullah Ibrahim Otayf","Pass",64,21,1
"126","Salman Mohammed Al Faraj","Pass",68,15,2
"127","Abdullah Ibrahim Otayf","Pass",69,27,1
"128","Yehya Sulaiman Al Shehri","Pass",91,65,2
"129","Taisir Jabir Al Jassim","Pass",88,55,2
"130","Salem Mohammed Al Dawsari","Shot",92,39,3
"131","Salman Mohammed Al Faraj","Pass",39,46,2
"132","Salem Mohammed Al Dawsari","Pass",53,38,3
"133","Yury Gazinskiy","Pass",48,29,1
"134","Salman Mohammed Al Faraj","Pass",100,69,2
"135","Denis Cheryshev","Pass",90,19,5
"136","Roman Zobnin","Pass",78,14,2
"137","Yury Gazinskiy","Pass",60,77,1
"138","Salman Mohammed Al Faraj","Pass",50,6,2
"139","Denis Cheryshev","Pass",69,32,5
"140","Fyodor Smolov","Pass",80,42,3
"141","Yehya Sulaiman Al Shehri","Pass",53,44,2
"142","Taisir Jabir Al Jassim","Pass",56,47,2
"143","Abdullah Ibrahim Otayf","Pass",53,39,1
"144","Salem Mohammed Al Dawsari","Pass",85,11,3
"145","Abdullah Ibrahim Otayf","Pass",81,11,1
"146","Salman Mohammed Al Faraj","Pass",80,4,2
"147","Roman Zobnin","Pass",36,29,2
"148","Aleksandr Golovin","Pass",63,18,2
"149","Denis Cheryshev","Pass",65,5,5
"150","Salem Mohammed Al Dawsari","Pass",57,68,3
"151","Abdullah Ibrahim Otayf","Pass",48,57,1
"152","Salman Mohammed Al Faraj","Pass",54,51,2
"153","Abdullah Ibrahim Otayf","Pass",46,54,1
"154","Taisir Jabir Al Jassim","Pass",65,53,2
"155","Yehya Sulaiman Al Shehri","Pass",81,76,2
"156","Aleksandr Golovin","Pass",77,2,2
"157","Fyodor Smolov","Dribble",117,22,3
"158","Abdullah Ibrahim Otayf","Pass",34,38,1
"159","Salman Mohammed Al Faraj","Pass",53,10,2
"160","Salman Mohammed Al Faraj","Pass",57,10,2
"161","Abdullah Ibrahim Otayf","Pass",57,25,1
"162","Salem Mohammed Al Dawsari","Pass",80,4,3
"163","Salman Mohammed Al Faraj","Pass",93,2,2
"164","Salem Mohammed Al Dawsari","Pass",92,14,3
"165","Roman Zobnin","Pass",22,62,2
"166","Aleksandr Samedov","Pass",33,76,2
"167","Taisir Jabir Al Jassim","Pass",43,46,2
"168","Yehya Sulaiman Al Shehri","Pass",77,77,2
"169","Abdullah Ibrahim Otayf","Pass",20,21,1
"170","Salem Mohammed Al Dawsari","Pass",30,4,3
"171","Salman Mohammed Al Faraj","Pass",43,4,2
"172","Roman Zobnin","Pass",76,70,2
"173","Roman Zobnin","Pass",65,69,2
"174","Fyodor Smolov","Pass",81,55,3
"175","Yury Gazinskiy","Pass",63,46,1
"176","Denis Cheryshev","Pass",115,15,5
"177","Salem Mohammed Al Dawsari","Pass",86,23,3
"178","Aleksandr Golovin","Pass",67,29,2
"179","Abdullah Ibrahim Otayf","Pass",31,45,1
"180","Salman Mohammed Al Faraj","Pass",42,31,2
"181","Yury Gazinskiy","Pass",67,21,1
"182","Abdullah Ibrahim Otayf","Pass",40,63,1
"183","Taisir Jabir Al Jassim","Pass",45,56,2
"184","Salman Mohammed Al Faraj","Pass",41,48,2
"185","Salem Mohammed Al Dawsari","Pass",75,21,3
"186","Salem Mohammed Al Dawsari","Pass",73,20,3
"187","Taisir Jabir Al Jassim","Pass",72,43,2
"188","Abdullah Ibrahim Otayf","Pass",66,37,1
"189","Yehya Sulaiman Al Shehri","Pass",75,60,2
"190","Yehya Sulaiman Al Shehri","Pass",74,66,2
"191","Fyodor Smolov","Pass",50,27,3
"192","Aleksandr Golovin","Pass",82,42,2
"193","Fyodor Smolov","Pass",117,3,3
"194","Salman Mohammed Al Faraj","Pass",52,16,2
"195","Salman Mohammed Al Faraj","Pass",48,18,2
"196","Abdullah Ibrahim Otayf","Pass",46,37,1
"197","Yehya Sulaiman Al Shehri","Pass",66,64,2
"198","Denis Cheryshev","Pass",66,12,5
"199","Aleksandr Samedov","Pass",89,29,2
"200","Denis Cheryshev","Dribble",117,25,5
"201","Denis Cheryshev","Dribble",116,26,5
"202","Aleksandr Samedov","Pass",105,58,2
"203","Roman Zobnin","Pass",101,43,2
"204","Denis Cheryshev","Dribble",109,31,5
"205","Denis Cheryshev","Shot",110,34,5
"206","Salem Mohammed Al Dawsari","Pass",71,4,3
"207","Abdullah Ibrahim Otayf","Pass",56,40,1
"208","Abdullah Ibrahim Otayf","Pass",64,76,1
"209","Yehya Sulaiman Al Shehri","Pass",76,76,2
"210","Abdullah Ibrahim Otayf","Pass",78,68,1
"211","Salman Mohammed Al Faraj","Pass",67,43,2
"212","Salem Mohammed Al Dawsari","Pass",82,19,3
"213","Salman Mohammed Al Faraj","Pass",76,15,2
"214","Abdullah Ibrahim Otayf","Pass",47,32,1
"215","Yehya Sulaiman Al Shehri","Pass",80,54,2
"216","Taisir Jabir Al Jassim","Pass",73,52,2
"217","Abdullah Ibrahim Otayf","Pass",54,43,1
"218","Salman Mohammed Al Faraj","Pass",63,23,2
"219","Salman Mohammed Al Faraj","Pass",38,8,2
"220","Roman Zobnin","Pass",54,77,2
"221","Abdullah Ibrahim Otayf","Pass",46,27,1
"222","Yehya Sulaiman Al Shehri","Pass",53,56,2
"223","Yehya Sulaiman Al Shehri","Pass",44,31,2
"224","Abdullah Ibrahim Otayf","Pass",46,49,1
"225","Yehya Sulaiman Al Shehri","Pass",63,64,2
"226","Abdullah Ibrahim Otayf","Pass",66,68,1
"227","Denis Cheryshev","Pass",53,17,5
"228","Yury Gazinskiy","Pass",45,20,1
"229","Fyodor Smolov","Pass",61,41,3
"230","Salman Mohammed Al Faraj","Pass",69,4,2
"231","Salem Mohammed Al Dawsari","Pass",79,29,3
"232","Aleksandr Golovin","Pass",65,34,2
"233","Denis Cheryshev","Pass",71,24,5
"234","Denis Cheryshev","Dribble",88,19,5
"235","Denis Cheryshev","Pass",102,5,5
"236","Roman Zobnin","Pass",74,12,2
"237","Abdullah Ibrahim Otayf","Pass",44,67,1
"238","Yury Gazinskiy","Pass",53,70,1
"239","Denis Cheryshev","Pass",58,28,5
"240","Roman Zobnin","Pass",50,26,2
"241","Abdullah Ibrahim Otayf","Pass",40,62,1
"242","Salem Mohammed Al Dawsari","Pass",52,13,3
"243","Denis Cheryshev","Pass",73,17,5
"244","Aleksandr Golovin","Pass",75,17,2
"245","Yehya Sulaiman Al Shehri","Pass",49,79,2
"246","Taisir Jabir Al Jassim","Pass",39,74,2
"247","Denis Cheryshev","Pass",77,3,5
"248","Yehya Sulaiman Al Shehri","Pass",37,77,2
"249","Yehya Sulaiman Al Shehri","Pass",45,55,2
"250","Salman Mohammed Al Faraj","Pass",63,28,2
"251","Abdullah Ibrahim Otayf","Pass",54,43,1
"252","Yury Gazinskiy","Pass",38,23,1
"253","Roman Zobnin","Pass",37,23,2
"254","Denis Cheryshev","Pass",44,28,5
"255","Salman Mohammed Al Faraj","Pass",53,79,2
"256","Yehya Sulaiman Al Shehri","Pass",75,71,2
"257","Denis Cheryshev","Pass",48,9,5
"258","Yury Gazinskiy","Pass",41,70,1
"259","Aleksandr Samedov","Pass",68,79,2
"260","Yury Gazinskiy","Pass",38,76,1
"261","Aleksandr Golovin","Pass",77,76,2
"262","Abdullah Ibrahim Otayf","Pass",35,1,1
"263","Aleksandr Golovin","Pass",82,70,2
"264","Roman Zobnin","Pass",73,63,2
"265","Fyodor Smolov","Pass",97,29,3
"266","Aleksandr Samedov","Shot",97,50,2
"267","Aleksandr Samedov","Pass",75,71,2
"268","Taisir Jabir Al Jassim","Pass",30,6,2
"269","Taisir Jabir Al Jassim","Pass",31,13,2
"270","Yehya Sulaiman Al Shehri","Pass",60,69,2
"271","Abdullah Ibrahim Otayf","Pass",76,75,1
"272","Abdullah Ibrahim Otayf","Pass",79,79,1
"273","Fyodor Smolov","Dribble",57,23,3
"274","Fyodor Smolov","Dribble",64,23,3
"275","Aleksandr Samedov","Pass",71,37,2
"276","Denis Cheryshev","Pass",117,9,5
"277","Salman Mohammed Al Faraj","Pass",53,29,2
"278","Aleksandr Samedov","Pass",75,77,2
"279","Yury Gazinskiy","Pass",70,68,1
"280","Roman Zobnin","Pass",65,47,2
"281","Taisir Jabir Al Jassim","Pass",63,49,2
"282","Salman Mohammed Al Faraj","Pass",74,52,2
"283","Taisir Jabir Al Jassim","Pass",72,54,2
"284","Salman Mohammed Al Faraj","Dribble",103,77,2
"285","Salman Mohammed Al Faraj","Pass",103,78,2
"286","Abdullah Ibrahim Otayf","Pass",82,65,1
"287","Salman Mohammed Al Faraj","Pass",83,52,2
"288","Salman Mohammed Al Faraj","Pass",78,19,2
"289","Salem Mohammed Al Dawsari","Pass",87,14,3
"290","Abdullah Ibrahim Otayf","Pass",82,30,1
"291","Salman Mohammed Al Faraj","Pass",80,26,2
"292","Taisir Jabir Al Jassim","Pass",54,41,2
"293","Salman Mohammed Al Faraj","Pass",60,29,2
"294","Salem Mohammed Al Dawsari","Pass",21,4,3
"295","Abdullah Ibrahim Otayf","Pass",36,6,1
"296","Yehya Sulaiman Al Shehri","Pass",66,75,2
"297","Salman Mohammed Al Faraj","Pass",68,50,2
"298","Salem Mohammed Al Dawsari","Pass",79,15,3
"299","Salman Mohammed Al Faraj","Pass",92,29,2
"300","Abdullah Ibrahim Otayf","Pass",90,16,1
"301","Taisir Jabir Al Jassim","Pass",95,8,2
"302","Denis Cheryshev","Pass",80,10,5
"303","Taisir Jabir Al Jassim","Pass",33,72,2
"304","Yehya Sulaiman Al Shehri","Pass",52,79,2
"305","Aleksandr Golovin","Pass",94,18,2
"306","Aleksandr Samedov","Pass",93,29,2
"307","Yury Gazinskiy","Pass",78,38,1
"308","Roman Zobnin","Pass",77,63,2
"309","Roman Zobnin","Pass",73,79,2
"310","Abdullah Ibrahim Otayf","Pass",35,7,1
"311","Yehya Sulaiman Al Shehri","Pass",48,21,2
"312","Salem Mohammed Al Dawsari","Pass",65,15,3
"313","Salman Mohammed Al Faraj","Pass",53,23,2
"314","Taisir Jabir Al Jassim","Pass",62,52,2
"315","Taisir Jabir Al Jassim","Pass",72,70,2
"316","Yehya Sulaiman Al Shehri","Pass",75,63,2
"317","Taisir Jabir Al Jassim","Pass",71,72,2
"318","Abdullah Ibrahim Otayf","Pass",55,57,1
"319","Salman Mohammed Al Faraj","Pass",64,55,2
"320","Yehya Sulaiman Al Shehri","Pass",90,76,2
"321","Yehya Sulaiman Al Shehri","Pass",111,78,2
"322","Taisir Jabir Al Jassim","Pass",97,68,2
"323","Salman Mohammed Al Faraj","Pass",70,62,2
"324","Salman Mohammed Al Faraj","Dribble",81,4,2
"325","Roman Zobnin","Pass",47,69,2
"326","Fyodor Smolov","Pass",64,72,3
"327","Aleksandr Samedov","Pass",68,79,2
"328","Fyodor Smolov","Pass",82,79,3
"329","Aleksandr Samedov","Pass",91,52,2
"330","Denis Cheryshev","Shot",108,24,5
"331","Yury Gazinskiy","Pass",84,30,1
"332","Yehya Sulaiman Al Shehri","Pass",35,62,2
"333","Taisir Jabir Al Jassim","Dribble",52,58,2
"334","Yury Gazinskiy","Pass",61,10,1
"335","Aleksandr Samedov","Pass",75,78,2
"336","Roman Zobnin","Pass",79,60,2
"337","Abdullah Ibrahim Otayf","Pass",34,23,1
"338","Yehya Sulaiman Al Shehri","Pass",39,30,2
"339","Salman Mohammed Al Faraj","Pass",38,24,2
"340","Abdullah Ibrahim Otayf","Pass",35,26,1
"341","Denis Cheryshev","Pass",51,20,5
"342","Aleksandr Golovin","Pass",65,31,2
"343","Fyodor Smolov","Pass",105,21,3
"344","Denis Cheryshev","Shot",107,39,5
"345","Salman Mohammed Al Faraj","Pass",48,24,2
"346","Yehya Sulaiman Al Shehri","Pass",65,74,2
"347","Taisir Jabir Al Jassim","Pass",56,52,2
"348","Salman Mohammed Al Faraj","Pass",79,6,2
"349","Daler Kuzyaev","Pass",32,44,2
"350","Yury Gazinskiy","Pass",27,51,1
"351","Aleksandr Golovin","Pass",54,45,2
"352","Fyodor Smolov","Pass",90,63,3
"353","Daler Kuzyaev","Pass",85,39,2
"354","Roman Zobnin","Shot",104,56,2
"355","Yehya Sulaiman Al Shehri","Pass",45,80,2
"356","Fyodor Smolov","Pass",86,30,3
"357","Aleksandr Golovin","Pass",91,22,2
"358","Denis Cheryshev","Pass",103,4,5
"359","Aleksandr Golovin","Pass",97,16,2
"360","Yury Gazinskiy","Pass",88,27,1
"361","Salem Mohammed Al Dawsari","Pass",11,16,3
"362","Yury Gazinskiy","Pass",94,64,1
"363","Aleksandr Golovin","Pass",101,55,2
"364","Daler Kuzyaev","Pass",100,55,2
"365","Aleksandr Golovin","Pass",101,55,2
"366","Yury Gazinskiy","Pass",91,46,1
"367","Roman Zobnin","Pass",90,66,2
"368","Salman Mohammed Al Faraj","Pass",38,21,2
"369","Salem Mohammed Al Dawsari","Pass",39,13,3
"370","Yehya Sulaiman Al Shehri","Pass",74,53,2
"371","Fyodor Smolov","Pass",66,49,3
"372","Salman Mohammed Al Faraj","Pass",79,9,2
"373","Salman Mohammed Al Faraj","Pass",71,29,2
"374","Taisir Jabir Al Jassim","Pass",68,32,2
"375","Salman Mohammed Al Faraj","Pass",80,2,2
"376","Yury Gazinskiy","Pass",99,73,1
"377","Roman Zobnin","Pass",106,70,2
"378","Aleksandr Golovin","Pass",105,62,2
"379","Artem Dzyuba","Shot",115,37,4
"380","Salman Mohammed Al Faraj","Pass",45,24,2
"381","Salem Mohammed Al Dawsari","Shot",97,25,3
"382","Salman Mohammed Al Faraj","Pass",58,22,2
"383","Salem Mohammed Al Dawsari","Pass",70,28,3
"384","Taisir Jabir Al Jassim","Pass",62,68,2
"385","Aleksandr Golovin","Pass",52,12,2
"386","Yury Gazinskiy","Pass",48,16,1
"387","Salman Mohammed Al Faraj","Pass",59,58,2
"388","Salman Mohammed Al Faraj","Pass",65,66,2
"389","Taisir Jabir Al Jassim","Pass",63,51,2
"390","Yury Gazinskiy","Pass",48,54,1
"391","Artem Dzyuba","Pass",58,58,4
"392","Daler Kuzyaev","Pass",74,70,2
"393","Daler Kuzyaev","Dribble",104,73,2
"394","Aleksandr Golovin","Pass",96,68,2
"395","Roman Zobnin","Shot",110,42,2
"396","Daler Kuzyaev","Pass",47,49,2
"397","Roman Zobnin","Pass",47,59,2
"398","Salman Mohammed Al Faraj","Pass",45,32,2
"399","Hattan Babhir","Pass",81,75,4
"400","Salman Mohammed Al Faraj","Pass",71,58,2
"401","Salman Mohammed Al Faraj","Pass",69,68,2
"402","Salman Mohammed Al Faraj","Pass",45,69,2
"403","Salman Mohammed Al Faraj","Pass",71,72,2
"404","Salem Mohammed Al Dawsari","Pass",71,26,3
"405","Salman Mohammed Al Faraj","Pass",76,62,2
"406","Artem Dzyuba","Pass",62,65,4
"407","Daler Kuzyaev","Pass",102,62,2
"408","Salman Mohammed Al Faraj","Pass",23,70,2
"409","Yury Gazinskiy","Pass",75,30,1
"410","Roman Zobnin","Pass",75,39,2
"411","Denis Cheryshev","Pass",108,10,5
"412","Hattan Babhir","Pass",85,80,4
"413","Salman Mohammed Al Faraj","Pass",81,77,2
"414","Hattan Babhir","Pass",82,80,4
"415","Salman Mohammed Al Faraj","Pass",72,70,2
"416","Salman Mohammed Al Faraj","Pass",87,39,2
"417","Hattan Babhir","Shot",104,57,4
"418","Salman Mohammed Al Faraj","Pass",79,80,2
"419","Roman Zobnin","Pass",83,45,2
"420","Yury Gazinskiy","Pass",74,45,1
"421","Denis Cheryshev","Pass",85,1,5
"422","Aleksandr Golovin","Pass",94,20,2
"423","Yury Gazinskiy","Pass",69,23,1
"424","Salman Mohammed Al Faraj","Pass",41,53,2
"425","Taisir Jabir Al Jassim","Pass",39,52,2
"426","Salman Mohammed Al Faraj","Pass",46,66,2
"427","Taisir Jabir Al Jassim","Pass",38,45,2
"428","Taisir Jabir Al Jassim","Pass",50,22,2
"429","Salman Mohammed Al Faraj","Pass",45,69,2
"430","Daler Kuzyaev","Pass",72,36,2
"431","Aleksandr Golovin","Pass",82,36,2
"432","Daler Kuzyaev","Shot",86,38,2
"433","Roman Zobnin","Pass",61,62,2
"434","Daler Kuzyaev","Pass",55,62,2
"435","Yury Gazinskiy","Pass",53,50,1
"436","Artem Dzyuba","Pass",111,15,4
"437","Denis Cheryshev","Pass",102,4,5
"438","Aleksandr Golovin","Pass",120,80,2
"439","Daler Kuzyaev","Pass",28,44,2
"440","Hattan Babhir","Pass",112,62,4
"441","Yury Gazinskiy","Pass",6,38,1
"442","Salman Mohammed Al Faraj","Pass",50,33,2
"443","Salem Mohammed Al Dawsari","Pass",65,29,3
"444","Salem Mohammed Al Dawsari","Pass",71,65,3
"445","Hattan Babhir","Pass",78,70,4
"446","Salem Mohammed Al Dawsari","Pass",76,48,3
"447","Salman Mohammed Al Faraj","Pass",74,45,2
"448","Aleksandr Golovin","Pass",40,31,2
"449","Artem Dzyuba","Pass",71,33,4
"450","Aleksandr Golovin","Pass",85,18,2
"451","Artem Dzyuba","Pass",103,14,4
"452","Denis Cheryshev","Pass",82,12,5
"453","Artem Dzyuba","Pass",90,4,4
"454","Yury Gazinskiy","Pass",78,48,1
"455","Roman Zobnin","Pass",114,69,2
"456","Aleksandr Golovin","Pass",119,79,2
"457","Artem Dzyuba","Pass",100,10,4
"458","Denis Cheryshev","Shot",104,23,5
"459","Salman Mohammed Al Faraj","Pass",55,20,2
"460","Salman Mohammed Al Faraj","Pass",51,22,2
"461","Taisir Jabir Al Jassim","Pass",46,57,2
"462","Taisir Jabir Al Jassim","Pass",53,77,2
"463","Roman Zobnin","Pass",51,66,2
"464","Daler Kuzyaev","Pass",64,50,2
"465","Aleksandr Golovin","Pass",69,52,2
"466","Daler Kuzyaev","Pass",76,41,2
"467","Yury Gazinskiy","Pass",65,38,1
"468","Denis Cheryshev","Pass",68,27,5
"469","Daler Kuzyaev","Pass",73,51,2
"470","Roman Zobnin","Pass",98,59,2
"471","Daler Kuzyaev","Pass",99,50,2
"472","Aleksandr Golovin","Shot",99,52,2
"473","John Michael Nchekwube Obinna","Pass",60,41,1
"474","Victor Moses","Pass",88,24,4
"475","Luka Modric","Pass",32,36,2
"476","Ante Rebic","Pass",78,31,5
"477","Luka Modric","Pass",71,27,2
"478","Ivan Rakitic","Pass",69,31,2
"479","Ivan Rakitic","Pass",50,19,2
"480","Ivan Rakitic","Pass",40,15,2
"481","Luka Modric","Pass",54,74,2
"482","Andrej Kramaric","Pass",54,30,4
"483","Mario Mandžukic","Pass",67,36,4
"484","Onyinye Wilfred Ndidi","Pass",51,53,1
"485","Ivan Rakitic","Pass",68,15,2
"486","Ante Rebic","Pass",37,3,5
"487","Ante Rebic","Pass",112,16,5
"488","Onyinye Wilfred Ndidi","Pass",13,60,1
"489","Victor Moses","Pass",40,27,4
"490","Oghenekaro Etebo","Pass",46,29,3
"491","Ivan Rakitic","Pass",43,48,2
"492","Luka Modric","Pass",46,50,2
"493","Ivan Rakitic","Pass",48,43,2
"494","Oghenekaro Etebo","Pass",9,8,3
"495","Luka Modric","Pass",75,67,2
"496","Ivan Rakitic","Pass",69,62,2
"497","Luka Modric","Pass",65,76,2
"498","Ivan Perišic","Pass",81,68,4
"499","Luka Modric","Pass",67,51,2
"500","Ivan Rakitic","Pass",73,29,2
"501","Onyinye Wilfred Ndidi","Pass",28,58,1
"502","Onyinye Wilfred Ndidi","Pass",94,67,1
"503","John Michael Nchekwube Obinna","Pass",77,62,1
"504","Onyinye Wilfred Ndidi","Pass",68,65,1
"505","Victor Moses","Pass",73,51,4
"506","Andrej Kramaric","Pass",55,12,4
"507","Ante Rebic","Pass",85,9,5
"508","Andrej Kramaric","Pass",99,19,4
"509","Ante Rebic","Pass",97,12,5
"510","Andrej Kramaric","Pass",102,19,4
"511","Ante Rebic","Pass",54,10,5
"512","Mario Mandžukic","Pass",92,11,4
"513","Ante Rebic","Pass",102,14,5
"514","Onyinye Wilfred Ndidi","Pass",25,65,1
"515","Victor Moses","Pass",25,79,4
"516","Ivan Rakitic","Pass",62,26,2
"517","Onyinye Wilfred Ndidi","Pass",67,74,1
"518","Mario Mandžukic","Pass",75,5,4
"519","Ante Rebic","Pass",62,7,5
"520","Andrej Kramaric","Pass",75,16,4
"521","Mario Mandžukic","Pass",80,3,4
"522","Onyinye Wilfred Ndidi","Pass",43,66,1
"523","Oghenekaro Etebo","Pass",39,37,3
"524","John Michael Nchekwube Obinna","Pass",52,26,1
"525","Luka Modric","Pass",42,61,2
"526","Luka Modric","Pass",55,48,2
"527","Luka Modric","Pass",119,2,2
"528","Ante Rebic","Pass",116,16,5
"529","Luka Modric","Pass",109,3,2
"530","Luka Modric","Pass",96,19,2
"531","Ivan Rakitic","Pass",48,49,2
"532","Oghenekaro Etebo","Pass",75,29,3
"533","John Michael Nchekwube Obinna","Pass",77,55,1
"534","Victor Moses","Pass",94,79,4
"535","Onyinye Wilfred Ndidi","Pass",78,65,1
"536","John Michael Nchekwube Obinna","Pass",74,53,1
"537","Oghenekaro Etebo","Pass",66,37,3
"538","John Michael Nchekwube Obinna","Pass",69,29,1
