"","player.name","type.name","location.x","location.y","cluster"
"21784","Danny Rose","Pass",105,2,2
"21785","Ruben Loftus-Cheek","Pass",71,55,3
"21786","Ruben Loftus-Cheek","Pass",77,61,3
"21787","Eric Dier","Pass",80,53,2
"21788","Ruben Loftus-Cheek","Pass",71,55,3
"21789","Fabian Delph","Pass",76,8,2
"21790","Eric Dier","Pass",68,18,2
"21791","Marcus Rashford","Pass",83,59,5
"21792","Trent Alexander-Arnold","Pass",87,77,2
"21793","Marcus Rashford","Pass",101,54,5
"21794","Thorgan Hazard","Pass",17,45,2
"21795","Youri Tielemans","Pass",22,41,2
"21796","Danny Rose","Pass",66,2,2
"21797","Ruben Loftus-Cheek","Pass",60,64,3
"21798","Trent Alexander-Arnold","Pass",71,78,2
"21799","Ruben Loftus-Cheek","Pass",59,76,3
"21800","Trent Alexander-Arnold","Pass",62,77,2
"21801","Ruben Loftus-Cheek","Pass",66,74,3
"21802","Trent Alexander-Arnold","Pass",95,76,2
"21803","Eric Dier","Pass",48,46,2
"21804","Trent Alexander-Arnold","Pass",56,62,2
"21805","Eric Dier","Pass",57,55,2
"21806","Trent Alexander-Arnold","Pass",68,65,2
"21807","Eric Dier","Pass",57,59,2
"21808","Danny Rose","Pass",64,1,2
"21809","Fabian Delph","Pass",64,3,2
"21810","Trent Alexander-Arnold","Pass",106,13,2
"21811","Trent Alexander-Arnold","Pass",119,2,2
"21812","Ruben Loftus-Cheek","Shot",113,40,3
"21813","Marouane Fellaini-Bakkioui","Pass",76,29,2
"21814","Thorgan Hazard","Pass",119,79,2
"21815","Moussa Sidi Yaya Dembélé","Pass",96,14,1
"21816","Youri Tielemans","Pass",90,20,2
"21817","Moussa Sidi Yaya Dembélé","Pass",89,16,1
"21818","Thorgan Hazard","Pass",89,25,2
"21819","Danny Rose","Pass",30,58,2
"21820","Ruben Loftus-Cheek","Pass",38,69,3
"21821","Danny Rose","Pass",28,62,2
"21822","Trent Alexander-Arnold","Pass",29,61,2
"21823","Marcus Rashford","Pass",103,61,5
"21824","Youri Tielemans","Pass",45,71,2
"21825","Marouane Fellaini-Bakkioui","Pass",47,47,2
"21826","Moussa Sidi Yaya Dembélé","Pass",53,40,1
"21827","Youri Tielemans","Pass",57,65,2
"21828","Youri Tielemans","Pass",59,68,2
"21829","Thorgan Hazard","Pass",68,3,2
"21830","Moussa Sidi Yaya Dembélé","Pass",58,32,1
"21831","Youri Tielemans","Pass",76,31,2
"21832","Marouane Fellaini-Bakkioui","Pass",105,29,2
"21833","Marouane Fellaini-Bakkioui","Pass",108,26,2
"21834","Michy Batshuayi Tunga","Pass",105,36,6
"21835","Thorgan Hazard","Shot",99,34,2
"21836","Ruben Loftus-Cheek","Pass",62,76,3
"21837","Thorgan Hazard","Pass",67,1,2
"21838","Michy Batshuayi Tunga","Dribble",113,11,6
"21839","Michy Batshuayi Tunga","Pass",116,12,6
"21840","Moussa Sidi Yaya Dembélé","Pass",49,32,1
"21841","Moussa Sidi Yaya Dembélé","Pass",54,31,1
"21842","Thorgan Hazard","Pass",101,4,2
"21843","Youri Tielemans","Pass",83,40,2
"21844","Thorgan Hazard","Shot",108,27,2
"21845","Marcus Rashford","Pass",99,40,5
"21846","Ruben Loftus-Cheek","Pass",71,76,3
"21847","Marcus Rashford","Dribble",80,74,5
"21848","Marcus Rashford","Dribble",84,78,5
"21849","Trent Alexander-Arnold","Pass",79,79,2
"21850","Eric Dier","Pass",51,33,2
"21851","Fabian Delph","Pass",66,6,2
"21852","Danny Rose","Pass",79,1,2
"21853","Fabian Delph","Pass",105,7,2
"21854","Thorgan Hazard","Dribble",26,36,2
"21855","Thorgan Hazard","Pass",44,54,2
"21856","Ruben Loftus-Cheek","Pass",65,50,3
"21857","Trent Alexander-Arnold","Dribble",100,66,2
"21858","Moussa Sidi Yaya Dembélé","Dribble",5,9,1
"21859","Moussa Sidi Yaya Dembélé","Pass",8,12,1
"21860","Youri Tielemans","Pass",20,16,2
"21861","Marouane Fellaini-Bakkioui","Pass",36,17,2
"21862","Youri Tielemans","Pass",36,21,2
"21863","Moussa Sidi Yaya Dembélé","Pass",28,19,1
"21864","Thorgan Hazard","Pass",31,12,2
"21865","Marouane Fellaini-Bakkioui","Pass",66,29,2
"21866","Thorgan Hazard","Pass",67,4,2
"21867","Moussa Sidi Yaya Dembélé","Pass",56,27,1
"21868","Youri Tielemans","Pass",66,60,2
"21869","Moussa Sidi Yaya Dembélé","Pass",64,40,1
"21870","Ruben Loftus-Cheek","Pass",28,46,3
"21871","Trent Alexander-Arnold","Pass",34,54,2
"21872","Eric Dier","Pass",48,52,2
"21873","Trent Alexander-Arnold","Pass",35,70,2
"21874","Trent Alexander-Arnold","Pass",66,71,2
"21875","Ruben Loftus-Cheek","Pass",58,55,3
"21876","Trent Alexander-Arnold","Pass",65,72,2
"21877","Marcus Rashford","Pass",67,59,5
"21878","Trent Alexander-Arnold","Pass",57,76,2
"21879","Ruben Loftus-Cheek","Pass",57,56,3
"21880","Eric Dier","Pass",71,77,2
"21881","Trent Alexander-Arnold","Pass",63,77,2
"21882","Marcus Rashford","Pass",70,68,5
"21883","Trent Alexander-Arnold","Pass",60,77,2
"21884","Danny Rose","Pass",58,1,2
"21885","Ruben Loftus-Cheek","Pass",70,56,3
"21886","Trent Alexander-Arnold","Pass",91,68,2
"21887","Ruben Loftus-Cheek","Pass",84,64,3
"21888","Trent Alexander-Arnold","Pass",120,80,2
"21889","Michy Batshuayi Tunga","Pass",60,40,6
"21890","Moussa Sidi Yaya Dembélé","Pass",50,36,1
"21891","Youri Tielemans","Pass",54,61,2
"21892","Marouane Fellaini-Bakkioui","Pass",77,1,2
"21893","Thorgan Hazard","Pass",88,2,2
"21894","Youri Tielemans","Pass",60,58,2
"21895","Eric Dier","Pass",77,59,2
"21896","Youri Tielemans","Pass",45,44,2
"21897","Marouane Fellaini-Bakkioui","Pass",63,8,2
"21898","Moussa Sidi Yaya Dembélé","Pass",60,18,1
"21899","Youri Tielemans","Pass",60,30,2
"21900","Youri Tielemans","Pass",64,58,2
"21901","Michy Batshuayi Tunga","Pass",80,64,6
"21902","Youri Tielemans","Pass",65,52,2
"21903","Moussa Sidi Yaya Dembélé","Pass",67,29,1
"21904","Youri Tielemans","Pass",68,35,2
"21905","Moussa Sidi Yaya Dembélé","Pass",58,60,1
"21906","Michy Batshuayi Tunga","Pass",93,61,6
"21907","Michy Batshuayi Tunga","Pass",88,55,6
"21908","Moussa Sidi Yaya Dembélé","Pass",83,66,1
"21909","Thorgan Hazard","Pass",84,4,2
"21910","Eric Dier","Pass",28,66,2
"21911","Trent Alexander-Arnold","Pass",26,77,2
"21912","Danny Rose","Pass",63,2,2
"21913","Moussa Sidi Yaya Dembélé","Pass",30,58,1
"21914","Marcus Rashford","Shot",107,27,5
"21915","Danny Rose","Pass",91,7,2
"21916","Marcus Rashford","Dribble",101,9,5
"21917","Marcus Rashford","Dribble",102,17,5
"21918","Marouane Fellaini-Bakkioui","Pass",83,11,2
"21919","Fabian Delph","Dribble",37,43,2
"21920","Youri Tielemans","Pass",97,41,2
"21921","Thorgan Hazard","Pass",59,9,2
"21922","Marouane Fellaini-Bakkioui","Pass",56,19,2
"21923","Moussa Sidi Yaya Dembélé","Pass",63,43,1
"21924","Youri Tielemans","Pass",67,65,2
"21925","Michy Batshuayi Tunga","Dribble",106,60,6
"21926","Michy Batshuayi Tunga","Pass",105,62,6
"21927","Youri Tielemans","Pass",99,54,2
"21928","Marcus Rashford","Pass",61,40,5
"21929","Eric Dier","Pass",50,45,2
"21930","Ruben Loftus-Cheek","Pass",63,63,3
"21931","Eric Dier","Pass",55,51,2
"21932","Eric Dier","Pass",55,67,2
"21933","Trent Alexander-Arnold","Pass",55,75,2
"21934","Ruben Loftus-Cheek","Dribble",58,59,3
"21935","Ruben Loftus-Cheek","Dribble",85,47,3
"21936","Trent Alexander-Arnold","Shot",93,42,2
"21937","Fabian Delph","Pass",90,77,2
"21938","Fabian Delph","Pass",66,57,2
"21939","Eric Dier","Pass",61,55,2
"21940","Marouane Fellaini-Bakkioui","Dribble",36,24,2
"21941","Marouane Fellaini-Bakkioui","Pass",33,23,2
"21942","Thorgan Hazard","Pass",30,18,2
"21943","Fabian Delph","Pass",66,22,2
"21944","Fabian Delph","Pass",71,26,2
"21945","Fabian Delph","Pass",72,27,2
"21946","Ruben Loftus-Cheek","Pass",79,59,3
"21947","Thorgan Hazard","Pass",78,31,2
"21948","Michy Batshuayi Tunga","Pass",84,44,6
"21949","Thorgan Hazard","Pass",83,39,2
"21950","Youri Tielemans","Pass",71,42,2
"21951","Thorgan Hazard","Pass",71,4,2
"21952","Moussa Sidi Yaya Dembélé","Pass",58,42,1
"21953","Marouane Fellaini-Bakkioui","Pass",59,3,2
"21954","Youri Tielemans","Pass",52,23,2
"21955","Trent Alexander-Arnold","Pass",4,80,2
"21956","Trent Alexander-Arnold","Pass",4,78,2
"21957","Youri Tielemans","Pass",48,56,2
"21958","Michy Batshuayi Tunga","Pass",59,54,6
"21959","Moussa Sidi Yaya Dembélé","Pass",47,33,1
"21960","Thorgan Hazard","Pass",54,12,2
"21961","Marouane Fellaini-Bakkioui","Pass",73,3,2
"21962","Moussa Sidi Yaya Dembélé","Pass",34,11,1
"21963","Fabian Delph","Pass",48,29,2
"21964","Trent Alexander-Arnold","Pass",63,80,2
"21965","Ruben Loftus-Cheek","Dribble",105,69,3
"21966","Ruben Loftus-Cheek","Pass",120,57,3
"21967","Thorgan Hazard","Pass",19,15,2
"21968","Marouane Fellaini-Bakkioui","Dribble",38,18,2
"21969","Marouane Fellaini-Bakkioui","Pass",36,14,2
"21970","Trent Alexander-Arnold","Pass",86,77,2
"21971","Michy Batshuayi Tunga","Pass",85,18,6
"21972","Trent Alexander-Arnold","Pass",26,75,2
"21973","Fabian Delph","Pass",24,26,2
"21974","Ruben Loftus-Cheek","Pass",97,52,3
"21975","Ruben Loftus-Cheek","Pass",66,77,3
"21976","Eric Dier","Pass",64,73,2
"21977","Fabian Delph","Pass",77,56,2
"21978","Danny Rose","Pass",113,13,2
"21979","Thorgan Hazard","Pass",11,32,2
"21980","Moussa Sidi Yaya Dembélé","Pass",12,31,1
"21981","Thorgan Hazard","Pass",9,28,2
"21982","Michy Batshuayi Tunga","Pass",60,31,6
"21983","Youri Tielemans","Pass",55,33,2
"21984","Michy Batshuayi Tunga","Pass",58,31,6
"21985","Youri Tielemans","Pass",65,27,2
"21986","Marouane Fellaini-Bakkioui","Pass",70,9,2
"21987","Thorgan Hazard","Pass",66,24,2
"21988","Moussa Sidi Yaya Dembélé","Pass",58,24,1
"21989","Thorgan Hazard","Pass",65,10,2
"21990","Danny Rose","Pass",16,1,2
"21991","Thorgan Hazard","Pass",81,37,2
"21992","Moussa Sidi Yaya Dembélé","Pass",68,48,1
"21993","Youri Tielemans","Pass",68,66,2
"21994","Thorgan Hazard","Pass",67,22,2
"21995","Moussa Sidi Yaya Dembélé","Pass",63,36,1
"21996","Michy Batshuayi Tunga","Pass",87,52,6
"21997","Youri Tielemans","Pass",87,55,2
"21998","Danny Rose","Pass",27,1,2
"21999","Youri Tielemans","Pass",80,72,2
"22000","Danny Rose","Pass",34,3,2
"22001","Trent Alexander-Arnold","Pass",57,80,2
"22002","Eric Dier","Pass",49,62,2
"22003","Danny Rose","Pass",59,9,2
"22004","Fabian Delph","Pass",56,19,2
"22005","Eric Dier","Pass",52,23,2
"22006","Danny Rose","Pass",63,6,2
"22007","Eric Dier","Pass",54,27,2
"22008","Trent Alexander-Arnold","Pass",65,78,2
"22009","Fabian Delph","Pass",51,32,2
"22010","Marcus Rashford","Shot",104,33,5
"22011","Trent Alexander-Arnold","Pass",120,80,2
"22012","Trent Alexander-Arnold","Pass",115,80,2
"22013","Fabian Delph","Pass",88,78,2
"22014","Danny Rose","Pass",87,18,2
"22015","Trent Alexander-Arnold","Pass",100,78,2
"22016","Ruben Loftus-Cheek","Pass",93,68,3
"22017","Fabian Delph","Shot",86,50,2
"22018","Ruben Loftus-Cheek","Dribble",62,76,3
"22019","Moussa Sidi Yaya Dembélé","Pass",66,12,1
"22020","Michy Batshuayi Tunga","Pass",76,26,6
"22021","Youri Tielemans","Pass",62,28,2
"22022","Moussa Sidi Yaya Dembélé","Pass",68,27,1
"22023","Thorgan Hazard","Pass",60,2,2
"22024","Youri Tielemans","Pass",52,34,2
"22025","Danny Rose","Pass",23,14,2
"22026","Moussa Sidi Yaya Dembélé","Pass",52,46,1
"22027","Youri Tielemans","Pass",56,53,2
"22028","Moussa Sidi Yaya Dembélé","Pass",59,48,1
"22029","Youri Tielemans","Pass",88,65,2
"22030","Thorgan Hazard","Pass",93,4,2
"22031","Thorgan Hazard","Pass",83,2,2
"22032","Marouane Fellaini-Bakkioui","Pass",94,12,2
"22033","Trent Alexander-Arnold","Pass",38,79,2
"22034","Eric Dier","Pass",36,76,2
"22035","Trent Alexander-Arnold","Pass",36,80,2
"22036","Eric Dier","Pass",42,39,2
"22037","Danny Rose","Pass",45,5,2
"22038","Fabian Delph","Pass",50,16,2
"22039","Eric Dier","Pass",53,53,2
"22040","Fabian Delph","Pass",62,35,2
"22041","Marcus Rashford","Pass",93,10,5
"22042","Danny Rose","Pass",100,5,2
"22043","Fabian Delph","Pass",81,5,2
"22044","Marcus Rashford","Pass",87,4,5
"22045","Ruben Loftus-Cheek","Pass",84,77,3
"22046","Fabian Delph","Pass",59,35,2
"22047","Eric Dier","Pass",67,29,2
"22048","Fabian Delph","Dribble",69,23,2
"22049","Eric Dier","Pass",73,34,2
"22050","Trent Alexander-Arnold","Dribble",106,63,2
"22051","Trent Alexander-Arnold","Pass",99,55,2
"22052","Danny Rose","Pass",118,25,2
"22053","Fabian Delph","Shot",99,33,2
"22054","Eric Dier","Pass",79,30,2
"22055","Moussa Sidi Yaya Dembélé","Pass",27,51,1
"22056","Moussa Sidi Yaya Dembélé","Pass",37,45,1
"22057","Youri Tielemans","Pass",48,47,2
"22058","Moussa Sidi Yaya Dembélé","Pass",95,57,1
"22059","Youri Tielemans","Pass",82,53,2
"22060","Fabian Delph","Pass",35,22,2
"22061","Danny Rose","Pass",40,3,2
"22062","Eric Dier","Pass",42,27,2
"22063","Marcus Rashford","Dribble",65,27,5
"22064","Marcus Rashford","Pass",64,26,5
"22065","Eric Dier","Pass",54,28,2
"22066","Marcus Rashford","Pass",67,25,5
"22067","Danny Rose","Pass",96,5,2
"22068","Marcus Rashford","Dribble",91,4,5
"22069","Marouane Fellaini-Bakkioui","Pass",37,78,2
"22070","Youri Tielemans","Pass",33,63,2
"22071","Moussa Sidi Yaya Dembélé","Pass",31,47,1
"22072","Ruben Loftus-Cheek","Pass",64,68,3
"22073","Trent Alexander-Arnold","Pass",66,79,2
"22074","Eric Dier","Pass",68,62,2
"22075","Trent Alexander-Arnold","Pass",74,78,2
"22076","Eric Dier","Pass",77,59,2
"22077","Fabian Delph","Dribble",89,48,2
"22078","Fabian Delph","Pass",91,51,2
"22079","Danny Rose","Pass",63,2,2
"22080","Danny Rose","Pass",82,17,2
"22081","Trent Alexander-Arnold","Pass",94,14,2
"22082","Moussa Sidi Yaya Dembélé","Pass",61,10,1
"22083","Thorgan Hazard","Pass",57,1,2
"22084","Marouane Fellaini-Bakkioui","Pass",68,4,2
"22085","Moussa Sidi Yaya Dembélé","Pass",58,17,1
"22086","Moussa Sidi Yaya Dembélé","Pass",54,23,1
"22087","Moussa Sidi Yaya Dembélé","Pass",72,33,1
"22088","Michy Batshuayi Tunga","Pass",86,17,6
"22089","Thorgan Hazard","Pass",100,13,2
"22090","Marouane Fellaini-Bakkioui","Pass",109,11,2
"22091","Marouane Fellaini-Bakkioui","Pass",91,16,2
"22092","Trent Alexander-Arnold","Pass",29,72,2
"22093","Eric Dier","Pass",41,67,2
"22094","Trent Alexander-Arnold","Pass",35,70,2
"22095","Eric Dier","Pass",39,53,2
"22096","Fabian Delph","Pass",41,29,2
"22097","Fabian Delph","Pass",58,31,2
"22098","Marcus Rashford","Pass",79,77,5
"22099","Eric Dier","Pass",71,55,2
"22100","Fabian Delph","Pass",66,26,2
"22101","Fabian Delph","Pass",67,40,2
"22102","Fabian Delph","Pass",83,51,2
"22103","Marcus Rashford","Shot",92,55,5
"22104","Marouane Fellaini-Bakkioui","Pass",73,27,2
"22105","Eric Dier","Pass",35,42,2
"22106","Eric Dier","Pass",47,34,2
"22107","Ruben Loftus-Cheek","Pass",83,73,3
"22108","Marcus Rashford","Pass",86,79,5
"22109","Danny Rose","Dribble",119,11,2
"22110","Marcus Rashford","Pass",120,2,5
"22111","Marcus Rashford","Pass",120,1,5
"22112","Moussa Sidi Yaya Dembélé","Pass",37,76,1
"22113","Youri Tielemans","Pass",51,51,2
"22114","Thorgan Hazard","Pass",90,2,2
"22115","Marouane Fellaini-Bakkioui","Pass",71,14,2
"22116","Marouane Fellaini-Bakkioui","Pass",66,2,2
"22117","Moussa Sidi Yaya Dembélé","Pass",67,35,1
"22118","Marcus Rashford","Pass",57,77,5
"22119","Marcus Rashford","Pass",63,80,5
"22120","Ruben Loftus-Cheek","Pass",72,50,3
"22121","Eric Dier","Pass",70,33,2
"22122","Fabian Delph","Pass",83,23,2
"22123","Danny Rose","Pass",102,6,2
"22124","Youri Tielemans","Pass",37,55,2
"22125","Youri Tielemans","Pass",51,55,2
"22126","Ruben Loftus-Cheek","Dribble",94,59,3
"22127","Ruben Loftus-Cheek","Pass",104,60,3
"22128","Marouane Fellaini-Bakkioui","Pass",83,23,2
"22129","Eric Dier","Pass",41,61,2
"22130","Marcus Rashford","Pass",66,76,5
"22131","Eric Dier","Pass",68,51,2
"22132","Danny Rose","Dribble",83,4,2
"22133","Danny Rose","Dribble",85,15,2
"22134","Youri Tielemans","Pass",38,55,2
"22135","Danny Rose","Dribble",99,3,2
"22136","Danny Rose","Pass",117,4,2
"22137","Moussa Sidi Yaya Dembélé","Pass",46,36,1
"22138","Dries Mertens","Pass",54,37,2
"22139","Moussa Sidi Yaya Dembélé","Pass",46,30,1
"22140","Marouane Fellaini-Bakkioui","Dribble",42,2,2
"22141","Marouane Fellaini-Bakkioui","Pass",66,3,2
"22142","Thorgan Hazard","Pass",105,19,2
"22143","Youri Tielemans","Pass",95,36,2
"22144","Dries Mertens","Shot",99,49,2
"22145","Thorgan Hazard","Dribble",118,16,2
"22146","Thorgan Hazard","Shot",110,26,2
"22147","Eric Dier","Pass",44,35,2
"22148","Marcus Rashford","Pass",78,77,5
"22149","Eric Dier","Pass",66,56,2
"22150","Marcus Rashford","Pass",79,78,5
"22151","Marcus Rashford","Pass",94,79,5
"22152","Dries Mertens","Pass",29,41,2
"22153","Youri Tielemans","Pass",62,74,2
"22154","Moussa Sidi Yaya Dembélé","Pass",48,40,1
"22155","Moussa Sidi Yaya Dembélé","Pass",63,27,1
"22156","Youri Tielemans","Pass",61,57,2
"22157","Youri Tielemans","Pass",54,64,2
"22158","Moussa Sidi Yaya Dembélé","Pass",65,55,1
"22159","Dries Mertens","Pass",67,70,2
"22160","Youri Tielemans","Pass",58,65,2
"22161","Dries Mertens","Pass",68,79,2
"22162","Youri Tielemans","Pass",59,74,2
"22163","Michy Batshuayi Tunga","Pass",119,63,6
"22164","Michy Batshuayi Tunga","Pass",117,53,6
"22165","Ruben Loftus-Cheek","Pass",70,79,3
"22166","Marcus Rashford","Pass",69,57,5
"22167","Youri Tielemans","Pass",51,53,2
"22168","Youri Tielemans","Pass",77,53,2
"22169","Thorgan Hazard","Pass",100,30,2
"22170","Marouane Fellaini-Bakkioui","Shot",113,29,2
"22171","Eric Dier","Pass",47,49,2
"22172","Ruben Loftus-Cheek","Pass",71,73,3
"22173","Youri Tielemans","Pass",36,41,2
"22174","Moussa Sidi Yaya Dembélé","Pass",37,24,1
"22175","Thorgan Hazard","Pass",32,4,2
"22176","Moussa Sidi Yaya Dembélé","Pass",35,24,1
"22177","Moussa Sidi Yaya Dembélé","Pass",45,29,1
"22178","Marouane Fellaini-Bakkioui","Pass",53,9,2
"22179","Youri Tielemans","Pass",48,77,2
"22180","Moussa Sidi Yaya Dembélé","Pass",50,62,1
"22181","Youri Tielemans","Pass",39,78,2
"22182","Sadio Mané","Pass",60,40,3
"22183","M""Baye Babacar Niang","Pass",101,23,4
"22184","Carlos Alberto Sánchez Moreno","Pass",29,53,1
"22185","M""Baye Babacar Niang","Shot",96,26,4
"22186","Cheikhou Kouyaté","Pass",48,46,2
"22187","Sadio Mané","Pass",34,50,3
"22188","Radamel Falcao García Zárate","Pass",75,29,4
"22189","Radamel Falcao García Zárate","Pass",66,23,4
"22190","M""Baye Babacar Niang","Pass",53,54,4
"22191","Idrissa Gana Gueye","Pass",49,41,1
"22192","Juan Guillermo Cuadrado Bello","Dribble",75,72,3
"22193","Radamel Falcao García Zárate","Pass",82,69,4
"22194","Andrés Mateus Uribe Villa","Pass",50,2,2
"22195","Juan Guillermo Cuadrado Bello","Pass",34,77,3
"22196","Juan Guillermo Cuadrado Bello","Pass",46,64,3
"22197","Andrés Mateus Uribe Villa","Pass",47,27,2
"22198","Juan Fernando Quintero Paniagua","Pass",52,65,2
"22199","Carlos Alberto Sánchez Moreno","Pass",55,49,1
"22200","Juan Fernando Quintero Paniagua","Pass",55,54,2
"22201","Ismaïla Sarr","Pass",55,54,3
"22202","M""Baye Babacar Niang","Pass",68,37,4
"22203","James David Rodríguez Rubio","Pass",34,10,3
"22204","Juan Fernando Quintero Paniagua","Pass",51,34,2
"22205","Juan Guillermo Cuadrado Bello","Pass",88,79,3
"22206","Juan Guillermo Cuadrado Bello","Pass",99,79,3
"22207","James David Rodríguez Rubio","Pass",83,65,3
"22208","Juan Fernando Quintero Paniagua","Pass",78,77,2
"22209","Carlos Alberto Sánchez Moreno","Pass",50,45,1
"22210","Juan Fernando Quintero Paniagua","Pass",58,63,2
"22211","Idrissa Gana Gueye","Pass",51,13,1
"22212","Andrés Mateus Uribe Villa","Pass",57,22,2
"22213","M""Baye Babacar Niang","Pass",85,12,4
"22214","Idrissa Gana Gueye","Pass",64,14,1
"22215","Cheikhou Kouyaté","Pass",53,56,2
"22216","Cheikhou Kouyaté","Pass",52,46,2
"22217","Idrissa Gana Gueye","Pass",65,25,1
"22218","Cheikhou Kouyaté","Pass",60,32,2
"22219","Idrissa Gana Gueye","Pass",64,49,1
"22220","Sadio Mané","Pass",66,62,3
"22221","Juan Guillermo Cuadrado Bello","Pass",67,79,3
"22222","Andrés Mateus Uribe Villa","Pass",29,40,2
"22223","James David Rodríguez Rubio","Pass",37,32,3
"22224","Andrés Mateus Uribe Villa","Pass",38,40,2
"22225","Juan Fernando Quintero Paniagua","Dribble",55,40,2
"22226","Juan Fernando Quintero Paniagua","Pass",69,51,2
"22227","Andrés Mateus Uribe Villa","Pass",67,76,2
"22228","Juan Guillermo Cuadrado Bello","Pass",83,79,3
"22229","Andrés Mateus Uribe Villa","Pass",81,63,2
"22230","Sadio Mané","Pass",69,77,3
"22231","M""Baye Babacar Niang","Pass",107,68,4
"22232","Carlos Alberto Sánchez Moreno","Pass",17,39,1
"22233","Juan Fernando Quintero Paniagua","Pass",30,40,2
"22234","Andrés Mateus Uribe Villa","Pass",27,25,2
"22235","James David Rodríguez Rubio","Pass",42,5,3
"22236","Carlos Alberto Sánchez Moreno","Pass",16,34,1
"22237","Juan Fernando Quintero Paniagua","Pass",54,64,2
"22238","James David Rodríguez Rubio","Pass",71,40,3
"22239","Juan Fernando Quintero Paniagua","Shot",96,53,2
"22240","James David Rodríguez Rubio","Pass",119,1,3
"22241","Idrissa Gana Gueye","Pass",50,22,1
"22242","Idrissa Gana Gueye","Pass",58,13,1
"22243","M""Baye Babacar Niang","Pass",71,10,4
"22244","M""Baye Babacar Niang","Pass",98,34,4
"22245","Idrissa Gana Gueye","Pass",77,30,1
"22246","Cheikhou Kouyaté","Pass",82,53,2
"22247","Andrés Mateus Uribe Villa","Pass",33,9,2
"22248","Andrés Mateus Uribe Villa","Pass",52,69,2
"22249","Andrés Mateus Uribe Villa","Pass",55,22,2
"22250","James David Rodríguez Rubio","Pass",66,23,3
"22251","Andrés Mateus Uribe Villa","Pass",53,14,2
"22252","Juan Fernando Quintero Paniagua","Pass",49,61,2
"22253","Carlos Alberto Sánchez Moreno","Pass",46,47,1
"22254","Andrés Mateus Uribe Villa","Pass",54,22,2
"22255","Carlos Alberto Sánchez Moreno","Pass",51,37,1
"22256","Juan Guillermo Cuadrado Bello","Pass",73,69,3
"22257","M""Baye Babacar Niang","Pass",57,11,4
"22258","Idrissa Gana Gueye","Pass",59,3,1
"22259","M""Baye Babacar Niang","Pass",65,3,4
"22260","Juan Guillermo Cuadrado Bello","Pass",66,76,3
"22261","Juan Guillermo Cuadrado Bello","Pass",63,79,3
"22262","Radamel Falcao García Zárate","Pass",69,76,4
"22263","James David Rodríguez Rubio","Pass",68,25,3
"22264","Radamel Falcao García Zárate","Pass",56,24,4
"22265","Juan Fernando Quintero Paniagua","Pass",58,37,2
"22266","Juan Guillermo Cuadrado Bello","Pass",68,77,3
"22267","Radamel Falcao García Zárate","Pass",77,69,4
"22268","Juan Fernando Quintero Paniagua","Pass",54,53,2
"22269","James David Rodríguez Rubio","Dribble",66,38,3
"22270","Sadio Mané","Pass",72,14,3
"22271","M""Baye Babacar Niang","Pass",86,18,4
"22272","James David Rodríguez Rubio","Pass",52,18,3
"22273","Ismaïla Sarr","Dribble",58,76,3
"22274","James David Rodríguez Rubio","Pass",59,8,3
"22275","Juan Fernando Quintero Paniagua","Pass",60,76,2
"22276","Juan Guillermo Cuadrado Bello","Pass",69,66,3
"22277","Cheikhou Kouyaté","Pass",56,41,2
"22278","Cheikhou Kouyaté","Pass",60,66,2
"22279","Idrissa Gana Gueye","Pass",47,16,1
"22280","Ismaïla Sarr","Pass",58,79,3
"22281","Juan Guillermo Cuadrado Bello","Pass",66,64,3
"22282","Idrissa Gana Gueye","Pass",63,17,1
"22283","M""Baye Babacar Niang","Pass",96,13,4
"22284","Carlos Alberto Sánchez Moreno","Pass",57,52,1
"22285","Juan Guillermo Cuadrado Bello","Pass",84,62,3
"22286","Juan Fernando Quintero Paniagua","Pass",89,62,2
"22287","Idrissa Gana Gueye","Pass",42,13,1
"22288","Sadio Mané","Dribble",109,13,3
"22289","Sadio Mané","Dribble",113,16,3
"22290","Juan Fernando Quintero Paniagua","Pass",16,66,2
"22291","Juan Guillermo Cuadrado Bello","Pass",17,78,3
"22292","Idrissa Gana Gueye","Pass",85,5,1
"22293","Cheikhou Kouyaté","Pass",69,24,2
"22294","Cheikhou Kouyaté","Pass",60,47,2
"22295","Idrissa Gana Gueye","Pass",60,5,1
"22296","Idrissa Gana Gueye","Pass",67,15,1
"22297","Sadio Mané","Pass",109,26,3
"22298","M""Baye Babacar Niang","Dribble",84,10,4
"22299","M""Baye Babacar Niang","Pass",79,12,4
"22300","Ismaïla Sarr","Dribble",107,65,3
"22301","Ismaïla Sarr","Shot",104,59,3
"22302","Carlos Alberto Sánchez Moreno","Pass",36,43,1
"22303","Idrissa Gana Gueye","Pass",26,18,1
"22304","Juan Guillermo Cuadrado Bello","Pass",71,67,3
"22305","Idrissa Gana Gueye","Pass",46,19,1
"22306","Idrissa Gana Gueye","Pass",43,25,1
"22307","M""Baye Babacar Niang","Pass",85,49,4
"22308","Carlos Alberto Sánchez Moreno","Pass",29,40,1
"22309","Idrissa Gana Gueye","Pass",28,60,1
"22310","M""Baye Babacar Niang","Pass",70,42,4
"22311","Carlos Alberto Sánchez Moreno","Pass",43,41,1
"22312","Juan Fernando Quintero Paniagua","Pass",48,54,2
"22313","Juan Guillermo Cuadrado Bello","Dribble",83,68,3
"22314","Idrissa Gana Gueye","Pass",52,15,1
